IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,SEGMENT,PRIORITY_SCORE,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,RANG_PONUDE,PROIZVOD,RAZLOG,ZARADA_BANKE,KANAL,PONUDA_SCORE
J9FMTG9U46Z7,73,UMIROVLJENIK,ODRŽAVAJ,21.9,10.3,37.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 14 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,91
HAMCA5AGEZS5,40,NEZAPOSLEN,RAZVIJAJ,21.9,5.4,20.0,48.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
BJ4KQ1LTA723,59,ZAPOSLEN,ODRŽAVAJ,21.9,9.6,27.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 5 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,32
0KMBK1IMSD6E,82,UMIROVLJENIK,ODRŽAVAJ,21.9,38.6,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
QF4PXSKUGXHV,68,UMIROVLJENIK,ODRŽAVAJ,21.8,38.4,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 28 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
12ACBG59ZIEC,66,OBRTNIK,RAZVIJAJ PREMIUM,21.8,15.9,20.0,33.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
FZAUM1N5PQRK,47,OSTALO,RAZVIJAJ PREMIUM,21.8,9.5,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
80WJ9Y5GYHM5,26,NEZAPOSLEN,RAZVIJAJ,21.8,4.5,20.0,49.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
3AQRZ4433S2Q,52,ZAPOSLEN,ODRŽAVAJ,21.8,10.8,25.8,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 21 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
GCIS0M6KK8Z6,59,ZAPOSLEN,RAZVIJAJ,21.8,3.7,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
1GTA8Y9XVTBV,42,ZAPOSLEN,RAZVIJAJ PREMIUM,21.8,9.6,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
HYV3IQ1PYSZG,41,ZAPOSLEN,RAZVIJAJ,21.8,6.4,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
AT5HLKKGLYKW,48,OSTALO,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
C1SXLZ2ZGPNX,78,UMIROVLJENIK,ODRŽAVAJ,21.8,35.7,2.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,80
K8KHZNA132S6,66,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
3FFCXXVJIXKR,58,ZAPOSLEN,RAZVIJAJ,21.8,3.9,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
5CX95MPPRWRF,48,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
7YE0YU11LVLT,59,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
YJA50TSNDDSP,44,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
I4016KLCWN4A,46,ZAPOSLEN,RAZVIJAJ PREMIUM,21.8,11.5,18.9,41.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
LX882HZW7HHO,41,ZAPOSLEN,RAZVIJAJ,21.8,8.0,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
IS5LR65LJPNP,54,ZAPOSLEN,RAZVIJAJ,21.8,6.4,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
5IN3MKXJZEZL,53,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
I82RSF3PGG5A,42,OSTALO,RAZVIJAJ PREMIUM,21.8,9.4,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RDSNI1Z9M6ZB,43,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
9E2BTAGZQJFG,44,ZAPOSLEN,RAZVIJAJ PREMIUM,21.8,9.4,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
F4FGTJSFUAXA,65,UMIROVLJENIK,ODRŽAVAJ,21.8,38.0,0.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 7 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,61
WHKCBAXNCOFQ,67,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
UEQDF0I0CG5M,57,ZAPOSLEN,RAZVIJAJ,21.8,3.7,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
441TWS730XA9,29,NEZAPOSLEN,RAZVIJAJ,21.8,4.5,20.0,49.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
WUZ7XJZ43VYK,50,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
U8V00CKEA4PQ,60,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
O1610QADIEOU,42,OBRTNIK,RAZVIJAJ PREMIUM,21.8,8.8,20.0,43.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
T16XX2853ME9,51,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
909BWJY3GITP,67,ZAPOSLEN,RAZVIJAJ,21.8,6.4,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
QROC6WQIQW0V,41,ZAPOSLEN,RAZVIJAJ,21.8,6.5,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
IMKV8VGEGKIB,62,ZAPOSLEN,RAZVIJAJ,21.8,3.8,20.0,50.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
AFAAINS08U17,66,UMIROVLJENIK,ODRŽAVAJ,21.8,38.3,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 28 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
6E1M6SFUF2IY,23,NEZAPOSLEN,RAZVIJAJ,21.8,4.6,20.0,49.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
1E4XPLQKFX1M,47,OBRTNIK,RAZVIJAJ,21.8,8.1,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
RVWWZ3BS2R7C,49,ZAPOSLEN,RAZVIJAJ,21.7,6.4,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
386H5PQYV2D7,67,UMIROVLJENIK,ODRŽAVAJ,21.7,12.8,34.6,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 20 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
39BQ701WGMIF,36,NEZAPOSLEN,RAZVIJAJ,21.7,7.7,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
GEZ6JVSUHYSG,78,UMIROVLJENIK,ODRŽAVAJ,21.7,34.2,2.2,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,80
NYQ67KH8I2BX,49,NEZAPOSLEN,RAZVIJAJ PREMIUM,21.7,10.5,20.0,40.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
VWPS4U4XCJPN,47,OBRTNIK,RAZVIJAJ,21.7,7.7,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
IXR0HMWWHDS4,33,ZAPOSLEN,RAZVIJAJ,21.7,7.8,2.4,72.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
XQZCETKYIG5B,49,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,9.2,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZSNIA2A25GCF,38,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,20.3,1.6,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
QFQ65FZA71VD,71,UMIROVLJENIK,ODRŽAVAJ,21.7,38.1,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,86
ZF2AVBXEYVRB,77,UMIROVLJENIK,ODRŽAVAJ,21.7,33.6,3.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,80
2MKNYZDD7ZP4,50,NEZAPOSLEN,RAZVIJAJ PREMIUM,21.7,10.6,20.0,40.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
Y0IH3KKYOXB0,70,UMIROVLJENIK,ODRŽAVAJ,21.7,29.6,20.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 23 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
27AFWTN84MPD,61,ZAPOSLEN,ODRŽAVAJ,21.7,13.7,24.1,29.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
JY99U72QSN0J,71,UMIROVLJENIK,ODRŽAVAJ,21.7,35.6,2.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,81
CHE1UUADMW6N,66,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,15.2,12.2,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
WZ01P9UO6FQB,54,POLJOPRIVREDNIK,RAZVIJAJ PREMIUM,21.7,15.7,20.0,33.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RABWQIUSHC7C,49,ZAPOSLEN,RAZVIJAJ,21.7,7.8,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
HPRJ55KX6A3I,85,UMIROVLJENIK,ODRŽAVAJ,21.7,36.8,1.1,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
SMRAW36CZL79,26,NEZAPOSLEN,RAZVIJAJ,21.7,4.2,20.0,49.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
YL28BOCXW2YD,72,UMIROVLJENIK,ODRŽAVAJ,21.7,11.5,35.8,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 2 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,17
RPN3JT0YRVLE,75,UMIROVLJENIK,ODRŽAVAJ,21.7,38.0,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7DD44G3M5WKA,86,UMIROVLJENIK,ODRŽAVAJ,21.7,35.6,2.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Y7QFGPRPLURU,23,NEZAPOSLEN,RAZVIJAJ,21.7,4.3,20.0,49.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
FEIJSH98EFWL,67,UMIROVLJENIK,ODRŽAVAJ,21.7,37.0,0.9,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 11 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,82
U7Z1K3BQUVON,53,ZAPOSLEN,ODRŽAVAJ,21.7,16.9,20.0,31.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 29 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
7JYWP9GKUC1O,51,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,22.0,1.3,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
0H0WO3P70KOF,46,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,9.0,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
H831TWY8GJHA,63,UMIROVLJENIK,ODRŽAVAJ,21.7,38.2,0.0,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
R055J2391VW2,49,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,10.0,10.5,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZJRTAFIAFHWC,56,UMIROVLJENIK,ODRŽAVAJ,21.7,36.7,0.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
GEZ6JVSUHYSG,78,UMIROVLJENIK,ODRŽAVAJ,21.7,34.2,2.2,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 2,196€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,40
ZSNIA2A25GCF,38,ZAPOSLEN,RAZVIJAJ PREMIUM,21.7,20.3,1.6,56.0,2,Hipotekarni kredit,"Stabilan klijent 19 god., prihodi 2,389€/mj.",Kamate 20-30 god.,Osobni savjetnik,39
QFQ65FZA71VD,71,UMIROVLJENIK,ODRŽAVAJ,21.7,38.1,0.0,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 3,426€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,47
JY99U72QSN0J,71,UMIROVLJENIK,ODRŽAVAJ,21.7,35.6,2.2,13.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 3,119€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,44
28PM3N5L44B4,54,ZAPOSLEN,RAZVIJAJ PREMIUM,21.6,18.0,2.0,58.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
OAEA19T4LQWW,48,NEZAPOSLEN,RAZVIJAJ PREMIUM,21.6,10.4,20.0,40.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
TFVI9QGI95SL,67,OSTALO,RAZVIJAJ PREMIUM,21.6,10.4,20.0,40.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
JGOHTOS8PPQT,33,NEZAPOSLEN,RAZVIJAJ,21.6,7.4,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
W3K0TGIZS77R,73,UMIROVLJENIK,ODRŽAVAJ,21.6,35.1,2.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1KWUDDD89HQK,35,NEZAPOSLEN,RAZVIJAJ,21.6,7.4,20.0,44.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
MQVUNQ9Q29E9,74,UMIROVLJENIK,ODRŽAVAJ,21.6,36.0,1.7,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,78
MWD4LR9E3S8Q,50,ZAPOSLEN,RAZVIJAJ PREMIUM,21.6,8.9,20.0,42.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
WN8ER7LMHPJV,49,ZAPOSLEN,RAZVIJAJ PREMIUM,21.6,15.4,2.9,60.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
DEJIPASG2R1M,60,ZAPOSLEN,RAZVIJAJ,21.6,5.9,20.0,46.0,1,Nagrada putem aplikacije — onboarding bonus,Klijent s potencijalom za rast — digitalni onboarding bonus potiče dublje korištenje banke,Engagement | Cross-sell temelj,HPB mobilna aplikacija,70
